Date,Region,Country,Elevation (m),Wind (Beaufort),Temperature (°C),Precipitation (mm),Snow Depth (cm)
2023-12-07,Grindelwald,Switzerland,1034,6,3.5,0,47
2023-12-08,Grindelwald,Switzerland,1034,4,-5.7,0,67
2023-12-09,Grindelwald,Switzerland,1034,5,-0.1,0,60
2023-12-10,Grindelwald,Switzerland,1034,5,-4.4,5.9,54
2023-12-11,Grindelwald,Switzerland,1034,3,-3.1,10.9,53
2023-12-12,Grindelwald,Switzerland,1034,5,-1.4,8.3,39
2023-12-13,Grindelwald,Switzerland,1034,4,-10.7,0,24
2023-12-14,Grindelwald,Switzerland,1034,6,-12.5,6.6,64
2023-12-15,Grindelwald,Switzerland,1034,3,0.7,0,48
2023-12-16,Grindelwald,Switzerland,1034,3,-13.4,3.7,41
2023-12-17,Grindelwald,Switzerland,1034,5,-11.5,10.8,69
2023-12-18,Grindelwald,Switzerland,1034,6,-11.6,8.2,50
2023-12-19,Grindelwald,Switzerland,1034,5,-15.4,6.3,44
2023-12-20,Grindelwald,Switzerland,1034,5,-5,11.4,56
2023-12-21,Grindelwald,Switzerland,1034,7,-11,0,23
2023-12-22,Grindelwald,Switzerland,1034,5,-3.2,0,35
2023-12-23,Grindelwald,Switzerland,1034,4,-7.8,0,21
2023-12-24,Grindelwald,Switzerland,1034,5,-7.3,1.6,35
2023-12-25,Grindelwald,Switzerland,1034,5,-11.5,9.7,46
2023-12-26,Grindelwald,Switzerland,1034,6,-8.7,11.3,25
2023-12-27,Grindelwald,Switzerland,1034,6,-2.4,0,70
2023-12-28,Grindelwald,Switzerland,1034,4,-2.7,0,38
2023-12-29,Grindelwald,Switzerland,1034,7,-5,10.7,51
2023-12-30,Grindelwald,Switzerland,1034,6,2.2,7.9,18
2023-12-31,Grindelwald,Switzerland,1034,4,-0.4,0,54
2024-01-01,Grindelwald,Switzerland,1034,6,-16,0,68
2024-01-02,Grindelwald,Switzerland,1034,4,-4,8,40
2024-01-03,Grindelwald,Switzerland,1034,6,-3.2,9,34
2024-01-04,Grindelwald,Switzerland,1034,5,-2.1,0,67
2024-01-05,Grindelwald,Switzerland,1034,4,-5.6,5.3,22
2024-01-06,Grindelwald,Switzerland,1034,5,-5.7,13.5,39
2024-01-07,Grindelwald,Switzerland,1034,6,-3.7,0,53
2024-01-08,Grindelwald,Switzerland,1034,5,0.8,10.4,42
2024-01-09,Grindelwald,Switzerland,1034,6,-8.4,3.6,34
2024-01-10,Grindelwald,Switzerland,1034,5,-3.1,0.7,26
2024-01-11,Grindelwald,Switzerland,1034,3,-6.9,4.1,40
2024-01-12,Grindelwald,Switzerland,1034,5,-5.7,2,45
2024-01-13,Grindelwald,Switzerland,1034,6,-3.2,7.7,58
2024-01-14,Grindelwald,Switzerland,1034,7,-4.9,6.7,22
2024-01-15,Grindelwald,Switzerland,1034,6,-6.6,1.6,50
2024-01-16,Grindelwald,Switzerland,1034,4,-3.9,3.9,66
2024-01-17,Grindelwald,Switzerland,1034,6,-1.1,3,49
2024-01-18,Grindelwald,Switzerland,1034,6,-9.1,14.3,35
2024-01-19,Grindelwald,Switzerland,1034,6,-7.5,0,61
2024-01-20,Grindelwald,Switzerland,1034,4,-0.5,0,49
2024-01-21,Grindelwald,Switzerland,1034,5,-5.2,0,62
2024-01-22,Grindelwald,Switzerland,1034,6,-1,0,58
2024-01-23,Grindelwald,Switzerland,1034,6,-10,0,36
2024-01-24,Grindelwald,Switzerland,1034,5,-12.6,9.7,61
2024-01-25,Grindelwald,Switzerland,1034,4,-2.8,0,50
2024-01-26,Grindelwald,Switzerland,1034,7,-4.3,0,22
2024-01-27,Grindelwald,Switzerland,1034,4,-14.9,0,36
2024-01-28,Grindelwald,Switzerland,1034,7,-8.2,0.9,63
2024-01-29,Grindelwald,Switzerland,1034,3,-10.4,11.5,60
2024-01-30,Grindelwald,Switzerland,1034,5,-2.5,5.3,40
2024-01-31,Grindelwald,Switzerland,1034,3,-0.9,11.3,24
2024-02-01,Grindelwald,Switzerland,1034,7,-15.4,2,39
2024-02-02,Grindelwald,Switzerland,1034,6,0,3.8,62
2024-02-03,Grindelwald,Switzerland,1034,6,-8,9.4,66
2024-02-04,Grindelwald,Switzerland,1034,6,-4.2,10,47
2024-02-05,Grindelwald,Switzerland,1034,6,1.9,8.9,66
2024-02-06,Grindelwald,Switzerland,1034,4,-5.3,7,60
2024-02-07,Grindelwald,Switzerland,1034,5,-10.1,0.1,69
2024-02-08,Grindelwald,Switzerland,1034,5,-7.1,0,70
2024-02-09,Grindelwald,Switzerland,1034,6,-9.8,11.3,26
2024-02-10,Grindelwald,Switzerland,1034,5,-1.7,7.4,60
2024-02-11,Grindelwald,Switzerland,1034,6,-6.9,3.5,35
2024-02-12,Grindelwald,Switzerland,1034,4,2.6,6.3,39
2024-02-13,Grindelwald,Switzerland,1034,7,-10.8,0.5,48
2024-02-14,Grindelwald,Switzerland,1034,4,-12.5,12.5,53
2024-02-15,Grindelwald,Switzerland,1034,4,-14.2,9.8,59
2024-02-16,Grindelwald,Switzerland,1034,3,-6.2,8.4,54
2024-02-17,Grindelwald,Switzerland,1034,6,0.4,0,66
2024-02-18,Grindelwald,Switzerland,1034,7,-7.5,4,64
2024-02-19,Grindelwald,Switzerland,1034,6,-3,0,61
2024-02-20,Grindelwald,Switzerland,1034,7,-11.4,11.1,63
2024-02-21,Grindelwald,Switzerland,1034,4,-1.5,0,57
2024-02-22,Grindelwald,Switzerland,1034,5,-5.9,0,58
2024-02-23,Grindelwald,Switzerland,1034,5,-3.8,0,58
2024-02-24,Grindelwald,Switzerland,1034,4,-2.3,14.3,52
2024-02-25,Grindelwald,Switzerland,1034,7,-6.1,7.9,48
2024-02-26,Grindelwald,Switzerland,1034,6,-2.4,4.2,51
2024-02-27,Grindelwald,Switzerland,1034,6,-6.9,0,70
2024-02-28,Grindelwald,Switzerland,1034,6,-3.8,12.3,66
2024-02-29,Grindelwald,Switzerland,1034,5,-8.1,0.7,44
2024-03-01,Grindelwald,Switzerland,1034,6,-7.6,12.7,30
2024-03-02,Grindelwald,Switzerland,1034,4,-3.7,0,62
2024-03-03,Grindelwald,Switzerland,1034,7,-8.8,0,45
2024-03-04,Grindelwald,Switzerland,1034,7,-6.5,10.3,56
2024-03-05,Grindelwald,Switzerland,1034,3,-10.7,0,44
2024-03-06,Grindelwald,Switzerland,1034,6,-8.6,1.7,58
2024-03-07,Grindelwald,Switzerland,1034,4,-1.4,9,30
2024-03-08,Grindelwald,Switzerland,1034,6,-1.9,7,53
2024-03-09,Grindelwald,Switzerland,1034,5,-13,0,54
2024-03-10,Grindelwald,Switzerland,1034,7,-7.2,3.9,25
2024-03-11,Grindelwald,Switzerland,1034,6,-3.9,1.3,41
2024-03-12,Grindelwald,Switzerland,1034,7,-5.3,0,42
2024-03-13,Grindelwald,Switzerland,1034,5,-9.6,0,59
2024-03-14,Grindelwald,Switzerland,1034,5,-1.1,9.1,40
2024-03-15,Grindelwald,Switzerland,1034,4,-3,12.8,43
2024-03-16,Grindelwald,Switzerland,1034,3,-13.5,0,34
2024-03-17,Grindelwald,Switzerland,1034,5,-3.5,14.7,53
2024-03-18,Grindelwald,Switzerland,1034,3,-3.9,7.8,23
2024-03-19,Grindelwald,Switzerland,1034,4,-2.5,0,34
2024-03-20,Grindelwald,Switzerland,1034,4,-8.4,10,44
2024-03-21,Grindelwald,Switzerland,1034,3,-9.3,0,46
2024-03-22,Grindelwald,Switzerland,1034,6,-7.2,0,59
2024-03-23,Grindelwald,Switzerland,1034,4,-11.7,0,48
2024-03-24,Grindelwald,Switzerland,1034,4,-5.9,3.8,30
2024-03-25,Grindelwald,Switzerland,1034,5,-4.8,9.8,24
2024-03-26,Grindelwald,Switzerland,1034,6,-6.6,0,23
2024-03-27,Grindelwald,Switzerland,1034,3,-7,3.5,30
2024-03-28,Grindelwald,Switzerland,1034,5,-1.4,9.2,65
2024-03-29,Grindelwald,Switzerland,1034,4,-5.2,8.5,53
2024-03-30,Grindelwald,Switzerland,1034,4,-14.2,13.5,35
2024-03-31,Grindelwald,Switzerland,1034,4,-4.4,14.7,56
2024-04-01,Grindelwald,Switzerland,1034,6,-5.8,8.2,37
2024-04-02,Grindelwald,Switzerland,1034,5,-6.4,9.9,41
2024-04-03,Grindelwald,Switzerland,1034,6,-4.4,0,55
2024-04-04,Grindelwald,Switzerland,1034,5,-1.5,0,40
2024-04-05,Grindelwald,Switzerland,1034,5,-5.7,5.4,54
2024-04-06,Grindelwald,Switzerland,1034,3,-6.5,0,38
2024-04-07,Grindelwald,Switzerland,1034,5,-12.5,0,42
2024-04-08,Grindelwald,Switzerland,1034,3,-4.3,5.6,45
2024-04-09,Grindelwald,Switzerland,1034,7,-2.3,14.5,31
2024-04-10,Grindelwald,Switzerland,1034,4,-7.9,0,53
2024-04-11,Grindelwald,Switzerland,1034,6,-1.3,7.2,56
2024-04-12,Grindelwald,Switzerland,1034,3,-13.7,0.2,28
2024-04-13,Grindelwald,Switzerland,1034,3,-10,12.9,34
2024-04-14,Grindelwald,Switzerland,1034,5,-3.6,0,71
2024-04-15,Grindelwald,Switzerland,1034,3,-9.4,10.4,32
2024-04-16,Grindelwald,Switzerland,1034,6,-9.1,15,52
2024-04-17,Grindelwald,Switzerland,1034,7,-9.6,2,33
2024-04-18,Grindelwald,Switzerland,1034,6,-11.9,12.2,58
2024-04-19,Grindelwald,Switzerland,1034,4,-11.2,0,58
2024-04-20,Grindelwald,Switzerland,1034,4,-5.6,0,62
2024-04-21,Grindelwald,Switzerland,1034,5,-1.4,0,41
2024-04-22,Grindelwald,Switzerland,1034,6,2.6,5.1,36
2024-04-23,Grindelwald,Switzerland,1034,4,-4.4,0,64
2024-04-24,Grindelwald,Switzerland,1034,6,-7.4,2.1,36
2024-04-25,Grindelwald,Switzerland,1034,4,-7.8,0,50
2024-04-26,Grindelwald,Switzerland,1034,3,-3.5,13.9,67
2024-04-27,Grindelwald,Switzerland,1034,6,-6.6,10.1,26
2024-04-28,Grindelwald,Switzerland,1034,6,-11.4,2.2,48
2024-04-29,Grindelwald,Switzerland,1034,7,-6.2,8.6,43
2024-04-30,Grindelwald,Switzerland,1034,4,-7.6,8.6,21
2024-05-01,Grindelwald,Switzerland,1034,5,11.7,0,0
2024-05-02,Grindelwald,Switzerland,1034,3,18.6,23,0
2024-05-03,Grindelwald,Switzerland,1034,4,26.2,0,0
2024-05-04,Grindelwald,Switzerland,1034,7,10.8,0,0
2024-05-05,Grindelwald,Switzerland,1034,7,16,0,0
2024-05-06,Grindelwald,Switzerland,1034,5,14.2,18.8,0
2024-05-07,Grindelwald,Switzerland,1034,5,7.1,8.1,0
2024-05-08,Grindelwald,Switzerland,1034,4,18.6,0,0
2024-05-09,Grindelwald,Switzerland,1034,5,16.3,0,0
2024-05-10,Grindelwald,Switzerland,1034,4,16.1,6.1,0
2024-05-11,Grindelwald,Switzerland,1034,7,24.3,0,0
2024-05-12,Grindelwald,Switzerland,1034,7,21.8,0,0
2024-05-13,Grindelwald,Switzerland,1034,7,12.9,12.7,0
2024-05-14,Grindelwald,Switzerland,1034,7,17.7,0,0
2024-05-15,Grindelwald,Switzerland,1034,6,14.5,0,0
2024-05-16,Grindelwald,Switzerland,1034,6,15.5,0,0
2024-05-17,Grindelwald,Switzerland,1034,6,24.8,0,0
2024-05-18,Grindelwald,Switzerland,1034,4,14.1,0,0
2024-05-19,Grindelwald,Switzerland,1034,7,11.4,11.3,0
2024-05-20,Grindelwald,Switzerland,1034,5,9.9,4.5,0
2024-05-21,Grindelwald,Switzerland,1034,7,17.6,24.4,0
2024-05-22,Grindelwald,Switzerland,1034,4,15.7,13.8,0
2024-05-23,Grindelwald,Switzerland,1034,5,25.1,0,0
2024-05-24,Grindelwald,Switzerland,1034,5,10.4,0,0
2024-05-25,Grindelwald,Switzerland,1034,5,13.3,0,0
2024-05-26,Grindelwald,Switzerland,1034,4,16.5,0,0
2024-05-27,Grindelwald,Switzerland,1034,6,22.1,0,0
2024-05-28,Grindelwald,Switzerland,1034,7,16.9,0,0
2024-05-29,Grindelwald,Switzerland,1034,5,10.1,21.9,0
2024-05-30,Grindelwald,Switzerland,1034,6,15.2,0,0
2024-05-31,Grindelwald,Switzerland,1034,6,24,1.7,0
2024-06-01,Grindelwald,Switzerland,1034,5,11,0,0
2024-06-02,Grindelwald,Switzerland,1034,5,16,0,0
2024-06-03,Grindelwald,Switzerland,1034,6,24.3,8.9,0
2024-06-04,Grindelwald,Switzerland,1034,5,27.8,18.9,0
2024-06-05,Grindelwald,Switzerland,1034,7,14.1,23.4,0
2024-06-06,Grindelwald,Switzerland,1034,5,17.3,16.8,0
2024-06-07,Grindelwald,Switzerland,1034,4,15.6,0,0
2024-06-08,Grindelwald,Switzerland,1034,5,19.9,0,0
2024-06-09,Grindelwald,Switzerland,1034,3,9.9,0,0
2024-06-10,Grindelwald,Switzerland,1034,6,16.8,24,0
2024-06-11,Grindelwald,Switzerland,1034,5,21.1,0,0
2024-06-12,Grindelwald,Switzerland,1034,6,23.3,0,0
2024-06-13,Grindelwald,Switzerland,1034,4,16.9,8.9,0
2024-06-14,Grindelwald,Switzerland,1034,5,21,0,0
2024-06-15,Grindelwald,Switzerland,1034,7,14.2,18.5,0
2024-06-16,Grindelwald,Switzerland,1034,5,20.6,0,0
2024-06-17,Grindelwald,Switzerland,1034,3,25.7,0,0
2024-06-18,Grindelwald,Switzerland,1034,4,11.2,0,0
2024-06-19,Grindelwald,Switzerland,1034,4,7.9,0,0
2024-06-20,Grindelwald,Switzerland,1034,5,5.4,3.7,0
2024-06-21,Grindelwald,Switzerland,1034,6,4.9,0,0
2024-06-22,Grindelwald,Switzerland,1034,6,14.6,0,0
2024-06-23,Grindelwald,Switzerland,1034,5,17.1,21.1,0
2024-06-24,Grindelwald,Switzerland,1034,6,13,0,0
2024-06-25,Grindelwald,Switzerland,1034,6,21.4,16.1,0
2024-06-26,Grindelwald,Switzerland,1034,7,14.8,7.8,0
2024-06-27,Grindelwald,Switzerland,1034,4,20.2,0,0
2024-06-28,Grindelwald,Switzerland,1034,5,12.4,0,0
2024-06-29,Grindelwald,Switzerland,1034,6,11.8,0,0
2024-06-30,Grindelwald,Switzerland,1034,4,18.6,0,0
2024-07-01,Grindelwald,Switzerland,1034,6,13.5,0,0
2024-07-02,Grindelwald,Switzerland,1034,4,18.7,22.2,0
2024-07-03,Grindelwald,Switzerland,1034,4,14.2,0,0
2024-07-04,Grindelwald,Switzerland,1034,5,27.4,0,0
2024-07-05,Grindelwald,Switzerland,1034,5,8.4,3.7,0
2024-07-06,Grindelwald,Switzerland,1034,3,19.2,12.6,0
2024-07-07,Grindelwald,Switzerland,1034,4,20.4,0,0
2024-07-08,Grindelwald,Switzerland,1034,6,17.8,9.6,0
2024-07-09,Grindelwald,Switzerland,1034,5,11.5,0,0
2024-07-10,Grindelwald,Switzerland,1034,5,10.9,24.6,0
2024-07-11,Grindelwald,Switzerland,1034,6,4.8,0,0
2024-07-12,Grindelwald,Switzerland,1034,3,18.9,11.7,0
2024-07-13,Grindelwald,Switzerland,1034,6,8.8,0,0
2024-07-14,Grindelwald,Switzerland,1034,4,17.2,0,0
2024-07-15,Grindelwald,Switzerland,1034,6,14.9,2.9,0
2024-07-16,Grindelwald,Switzerland,1034,6,16.6,13.7,0
2024-07-17,Grindelwald,Switzerland,1034,5,14.8,8.1,0
2024-07-18,Grindelwald,Switzerland,1034,6,8.8,15.6,0
2024-07-19,Grindelwald,Switzerland,1034,6,20.4,0,0
2024-07-20,Grindelwald,Switzerland,1034,4,16.3,10.7,0
2024-07-21,Grindelwald,Switzerland,1034,4,15.8,0,0
2024-07-22,Grindelwald,Switzerland,1034,5,10,0,0
2024-07-23,Grindelwald,Switzerland,1034,4,20.1,2.4,0
2024-07-24,Grindelwald,Switzerland,1034,6,19.2,0,0
2024-07-25,Grindelwald,Switzerland,1034,4,11.4,0,0
2024-07-26,Grindelwald,Switzerland,1034,7,8.8,20,0
2024-07-27,Grindelwald,Switzerland,1034,6,13.4,0,0
2024-07-28,Grindelwald,Switzerland,1034,3,17.1,6.4,0
2024-07-29,Grindelwald,Switzerland,1034,5,8.8,0,0
2024-07-30,Grindelwald,Switzerland,1034,5,24.1,0,0
2024-07-31,Grindelwald,Switzerland,1034,5,19.1,0,0
2024-08-01,Grindelwald,Switzerland,1034,4,17.7,0,0
2024-08-02,Grindelwald,Switzerland,1034,5,15.5,0,0
2024-08-03,Grindelwald,Switzerland,1034,5,17.1,0,0
2024-08-04,Grindelwald,Switzerland,1034,5,16.6,0,0
2024-08-05,Grindelwald,Switzerland,1034,4,20.2,0,0
2024-08-06,Grindelwald,Switzerland,1034,6,11.6,19.4,0
2024-08-07,Grindelwald,Switzerland,1034,6,18.9,0,0
2024-08-08,Grindelwald,Switzerland,1034,4,15.1,0,0
2024-08-09,Grindelwald,Switzerland,1034,3,21.5,0,0
2024-08-10,Grindelwald,Switzerland,1034,6,9.1,5.4,0
2024-08-11,Grindelwald,Switzerland,1034,5,14.1,0,0
2024-08-12,Grindelwald,Switzerland,1034,5,16.9,0,0
2024-08-13,Grindelwald,Switzerland,1034,4,12.8,21.8,0
2024-08-14,Grindelwald,Switzerland,1034,5,23,0,0
2024-08-15,Grindelwald,Switzerland,1034,3,16.9,0,0
2024-08-16,Grindelwald,Switzerland,1034,4,16.2,23.5,0
2024-08-17,Grindelwald,Switzerland,1034,6,19.2,0,0
2024-08-18,Grindelwald,Switzerland,1034,6,10.5,6.7,0
2024-08-19,Grindelwald,Switzerland,1034,4,20.6,20.7,0
2024-08-20,Grindelwald,Switzerland,1034,5,13,21.5,0
2024-08-21,Grindelwald,Switzerland,1034,4,14.1,0,0
2024-08-22,Grindelwald,Switzerland,1034,4,11.8,0,0
2024-08-23,Grindelwald,Switzerland,1034,4,25.9,8.6,0
2024-08-24,Grindelwald,Switzerland,1034,5,24.2,4,0
2024-08-25,Grindelwald,Switzerland,1034,3,15.5,0,0
2024-08-26,Grindelwald,Switzerland,1034,4,18.1,20.2,0
2024-08-27,Grindelwald,Switzerland,1034,5,17.4,0,0
2024-08-28,Grindelwald,Switzerland,1034,5,12.7,0,0
2024-08-29,Grindelwald,Switzerland,1034,4,22.3,0,0
2024-08-30,Grindelwald,Switzerland,1034,3,12.6,0,0
2024-08-31,Grindelwald,Switzerland,1034,3,12.9,0,0
2024-09-01,Grindelwald,Switzerland,1034,6,23.9,0,0
2024-09-02,Grindelwald,Switzerland,1034,4,21.8,0,0
2024-09-03,Grindelwald,Switzerland,1034,4,12.2,9,0
2024-09-04,Grindelwald,Switzerland,1034,4,25.2,0,0
2024-09-05,Grindelwald,Switzerland,1034,4,10.5,1.2,0
2024-09-06,Grindelwald,Switzerland,1034,4,8.9,9,0
2024-09-07,Grindelwald,Switzerland,1034,3,21.6,7.8,0
2024-09-08,Grindelwald,Switzerland,1034,6,5.7,0,0
2024-09-09,Grindelwald,Switzerland,1034,3,13.5,0,0
2024-09-10,Grindelwald,Switzerland,1034,4,14.4,0,0
2024-09-11,Grindelwald,Switzerland,1034,3,13.7,0,0
2024-09-12,Grindelwald,Switzerland,1034,6,12.7,0,0
2024-09-13,Grindelwald,Switzerland,1034,4,14.4,0,0
2024-09-14,Grindelwald,Switzerland,1034,4,10.6,0,0
2024-09-15,Grindelwald,Switzerland,1034,4,18.8,0,0
2024-09-16,Grindelwald,Switzerland,1034,6,24.1,0,0
2024-09-17,Grindelwald,Switzerland,1034,6,12,0,0
2024-09-18,Grindelwald,Switzerland,1034,6,5.7,13.5,0
2024-09-19,Grindelwald,Switzerland,1034,6,17.6,0,0
2024-09-20,Grindelwald,Switzerland,1034,6,17.9,0,0
2024-09-21,Grindelwald,Switzerland,1034,4,9.8,0,0
2024-09-22,Grindelwald,Switzerland,1034,3,13.7,0,0
2024-09-23,Grindelwald,Switzerland,1034,3,22,24.5,0
2024-09-24,Grindelwald,Switzerland,1034,6,6.4,0,0
2024-09-25,Grindelwald,Switzerland,1034,5,20.7,0,0
2024-09-26,Grindelwald,Switzerland,1034,5,8,0,0
2024-09-27,Grindelwald,Switzerland,1034,6,15.6,0,0
2024-09-28,Grindelwald,Switzerland,1034,6,6.3,16.8,0
2024-09-29,Grindelwald,Switzerland,1034,6,9.5,0,0
2024-09-30,Grindelwald,Switzerland,1034,7,8.5,0,0
2024-10-01,Grindelwald,Switzerland,1034,3,22.8,0,0
2024-10-02,Grindelwald,Switzerland,1034,4,16.6,0,0
2024-10-03,Grindelwald,Switzerland,1034,5,8.5,0,0
2024-10-04,Grindelwald,Switzerland,1034,4,15.2,0,0
2024-10-05,Grindelwald,Switzerland,1034,3,10.6,0,0
2024-10-06,Grindelwald,Switzerland,1034,4,14.5,3.4,0
2024-10-07,Grindelwald,Switzerland,1034,6,26.1,4.3,0
2024-10-08,Grindelwald,Switzerland,1034,6,17.6,0,0
2024-10-09,Grindelwald,Switzerland,1034,6,15.7,0,0
2024-10-10,Grindelwald,Switzerland,1034,3,18.6,0,0
2024-10-11,Grindelwald,Switzerland,1034,5,24.9,18.2,0
2024-10-12,Grindelwald,Switzerland,1034,3,19.3,0,0
2024-10-13,Grindelwald,Switzerland,1034,4,10.9,0,0
2024-10-14,Grindelwald,Switzerland,1034,7,22.4,0,0
2024-10-15,Grindelwald,Switzerland,1034,7,18.9,0,0
2024-10-16,Grindelwald,Switzerland,1034,6,23.8,19.3,0
2024-10-17,Grindelwald,Switzerland,1034,6,17.4,9.6,0
2024-10-18,Grindelwald,Switzerland,1034,5,14.1,0,0
2024-10-19,Grindelwald,Switzerland,1034,4,16.5,3.3,0
2024-10-20,Grindelwald,Switzerland,1034,5,6.8,0,0
2024-10-21,Grindelwald,Switzerland,1034,4,13.4,0,0
2024-10-22,Grindelwald,Switzerland,1034,5,25.2,0,0
2024-10-23,Grindelwald,Switzerland,1034,4,11.7,0,0
2024-10-24,Grindelwald,Switzerland,1034,4,25.7,0,0
2024-10-25,Grindelwald,Switzerland,1034,6,20,15.2,0
2024-10-26,Grindelwald,Switzerland,1034,3,25.5,0,0
2024-10-27,Grindelwald,Switzerland,1034,4,21.9,0,0
2024-10-28,Grindelwald,Switzerland,1034,4,14.8,13.7,0
2024-10-29,Grindelwald,Switzerland,1034,6,17.1,0,0
2024-10-30,Grindelwald,Switzerland,1034,5,17.5,0,0
2024-10-31,Grindelwald,Switzerland,1034,5,17.3,8.2,0
2024-11-01,Grindelwald,Switzerland,1034,3,-10.8,7.3,22
2024-11-02,Grindelwald,Switzerland,1034,3,-7.2,4.7,58
2024-11-03,Grindelwald,Switzerland,1034,5,-6.5,12.7,43
2024-11-04,Grindelwald,Switzerland,1034,6,-7.9,0,38
2024-11-05,Grindelwald,Switzerland,1034,7,-9,0,41
2024-11-06,Grindelwald,Switzerland,1034,6,-14.8,0,50
2024-11-07,Grindelwald,Switzerland,1034,7,0.3,12.4,29
2024-11-08,Grindelwald,Switzerland,1034,6,-7.2,11.8,46
2024-11-09,Grindelwald,Switzerland,1034,5,-4.2,3.2,55
2024-11-10,Grindelwald,Switzerland,1034,5,-5.4,13.8,65
2024-11-11,Grindelwald,Switzerland,1034,4,-7.2,0,68
2024-11-12,Grindelwald,Switzerland,1034,4,-11.8,0,53
2024-11-13,Grindelwald,Switzerland,1034,4,-8.5,9.7,39
2024-11-14,Grindelwald,Switzerland,1034,6,-3.3,10.9,22
2024-11-15,Grindelwald,Switzerland,1034,7,-8.5,7.2,45
2024-11-16,Grindelwald,Switzerland,1034,5,-6.9,0,35
2024-11-17,Grindelwald,Switzerland,1034,3,-5.7,0,60
2024-11-18,Grindelwald,Switzerland,1034,5,-4.3,0,68
2024-11-19,Grindelwald,Switzerland,1034,3,-2.2,0,70
2024-11-20,Grindelwald,Switzerland,1034,4,1.7,1.8,63
2024-11-21,Grindelwald,Switzerland,1034,7,-6.6,0,63
2024-11-22,Grindelwald,Switzerland,1034,4,-11.4,0,70
2024-11-23,Grindelwald,Switzerland,1034,4,-11.1,14,35
2024-11-24,Grindelwald,Switzerland,1034,4,-8.7,13.7,47
2024-11-25,Grindelwald,Switzerland,1034,5,-7.2,1,24
2024-11-26,Grindelwald,Switzerland,1034,5,-12.1,5.7,25
2024-11-27,Grindelwald,Switzerland,1034,6,0.2,3.8,47
2024-11-28,Grindelwald,Switzerland,1034,5,-3.2,0,26
2024-11-29,Grindelwald,Switzerland,1034,6,-6.8,0,36
2024-11-30,Grindelwald,Switzerland,1034,4,-0.2,0,39
2024-12-01,Grindelwald,Switzerland,1034,5,-4,0,54
2024-12-02,Grindelwald,Switzerland,1034,5,-2.6,5.2,63
2024-12-03,Grindelwald,Switzerland,1034,6,-5.1,2.8,47
2024-12-04,Grindelwald,Switzerland,1034,5,-6.8,14.9,28
2024-12-05,Grindelwald,Switzerland,1034,6,-5,14.4,48
2024-12-06,Grindelwald,Switzerland,1034,5,-6.3,9.1,37
2024-12-07,Grindelwald,Switzerland,1034,5,-7.2,1.8,67
2024-12-08,Grindelwald,Switzerland,1034,6,-6.3,6,41
2024-12-09,Grindelwald,Switzerland,1034,6,-9,0,39
2024-12-10,Grindelwald,Switzerland,1034,6,-8.3,0,30
2024-12-11,Grindelwald,Switzerland,1034,6,-8,0,34
2024-12-12,Grindelwald,Switzerland,1034,6,-0.5,2,69
2024-12-13,Grindelwald,Switzerland,1034,4,-7,8.3,57
2024-12-14,Grindelwald,Switzerland,1034,3,-5.7,6.5,43
2024-12-15,Grindelwald,Switzerland,1034,5,-0.5,13.6,22
2024-12-16,Grindelwald,Switzerland,1034,6,-4.8,12.8,21
2024-12-17,Grindelwald,Switzerland,1034,6,-3.2,14.8,27
2024-12-18,Grindelwald,Switzerland,1034,4,-2.5,2.1,35
2024-12-19,Grindelwald,Switzerland,1034,4,-7.6,2.8,27
2024-12-20,Grindelwald,Switzerland,1034,7,-6.9,9.9,56
2024-12-21,Grindelwald,Switzerland,1034,4,-3.8,0,65
2024-12-22,Grindelwald,Switzerland,1034,7,-6.8,0,64
2024-12-23,Grindelwald,Switzerland,1034,5,-5.1,0,45
2024-12-24,Grindelwald,Switzerland,1034,5,-3.5,0,56
2024-12-25,Grindelwald,Switzerland,1034,5,-3.3,7.7,34
2024-12-26,Grindelwald,Switzerland,1034,5,-4.2,0,60
2024-12-27,Grindelwald,Switzerland,1034,7,0.8,6,21
2024-12-28,Grindelwald,Switzerland,1034,4,-8.2,2.4,48
2024-12-29,Grindelwald,Switzerland,1034,6,-8.3,10.3,54
2024-12-30,Grindelwald,Switzerland,1034,4,-2.9,0,69
2024-12-31,Grindelwald,Switzerland,1034,5,-12.9,13.5,52
2025-01-01,Grindelwald,Switzerland,1034,3,-11.8,0,40
2025-01-02,Grindelwald,Switzerland,1034,4,-6.2,0,62
2025-01-03,Grindelwald,Switzerland,1034,6,-4,5.6,27
2025-01-04,Grindelwald,Switzerland,1034,7,-8.8,0,40
2025-01-05,Grindelwald,Switzerland,1034,4,-4.4,0,23
2025-01-06,Grindelwald,Switzerland,1034,6,-9.6,0,36
2025-01-07,Grindelwald,Switzerland,1034,5,-2.7,12.2,64
2025-01-08,Grindelwald,Switzerland,1034,3,-3.3,0,25
2025-01-09,Grindelwald,Switzerland,1034,6,-8.9,1.2,56
2025-01-10,Grindelwald,Switzerland,1034,3,-8,0,25
2025-01-11,Grindelwald,Switzerland,1034,4,-0.4,0,45
2025-01-12,Grindelwald,Switzerland,1034,6,-0.2,5.4,23
2025-01-13,Grindelwald,Switzerland,1034,5,-9.7,5.7,64
2025-01-14,Grindelwald,Switzerland,1034,5,-5.9,11.2,58
2025-01-15,Grindelwald,Switzerland,1034,6,-12.7,11.3,35
2025-01-16,Grindelwald,Switzerland,1034,6,1.7,1.4,66
