Region,Country,Date,Elevation (m),Wind (Beaufort),Temperature (Â°C),Snow Depth (cm),Precipitation (mm),Daily Snow Depth (cm),Monthly Snow Depth (cm),Mean Snow Depth (cm),Max Snow Depth (cm),Days where AVG Temp < 0C
Garmisch-Partenkirchen,Germany,23/03/2025,750,6,-0.5,36,0,36,,,,
Garmisch-Partenkirchen,Germany,22/03/2025,750,6,-10.6,52,7.2,52,,,,
Garmisch-Partenkirchen,Germany,21/03/2025,750,3,-3.9,33,10.5,33,,,,
Garmisch-Partenkirchen,Germany,20/03/2025,750,3,-9.4,40,0,40,,,,
Garmisch-Partenkirchen,Germany,19/03/2025,750,6,-0.4,48,6,48,,,,
Garmisch-Partenkirchen,Germany,18/03/2025,750,6,-9.4,27,2.8,27,,,,
Garmisch-Partenkirchen,Germany,17/03/2025,750,6,-2.9,54,14.7,54,,,,
Garmisch-Partenkirchen,Germany,16/03/2025,750,5,-3.1,24,6.7,24,,,,
Garmisch-Partenkirchen,Germany,15/03/2025,750,6,-7.1,31,0,31,,,,
Garmisch-Partenkirchen,Germany,14/03/2025,750,3,0.6,30,0,30,,,,
Garmisch-Partenkirchen,Germany,13/03/2025,750,4,-9.7,59,0,59,,,,
Garmisch-Partenkirchen,Germany,12/03/2025,750,5,-9.2,46,6.3,46,,,,
Garmisch-Partenkirchen,Germany,11/03/2025,750,4,-5.9,14,4.8,14,,,,
Garmisch-Partenkirchen,Germany,10/03/2025,750,5,-1.2,58,0,58,,,,
Garmisch-Partenkirchen,Germany,09/03/2025,750,4,-3,58,0,58,,,,
Garmisch-Partenkirchen,Germany,08/03/2025,750,3,-2.3,21,3,21,,,,
Garmisch-Partenkirchen,Germany,07/03/2025,750,3,-2.9,27,0,27,,,,
Garmisch-Partenkirchen,Germany,06/03/2025,750,4,-1.9,14,13.4,14,,,,
Garmisch-Partenkirchen,Germany,05/03/2025,750,6,-10.5,53,0,53,,,,
Garmisch-Partenkirchen,Germany,04/03/2025,750,3,3.6,28,5.9,28,,,,
Garmisch-Partenkirchen,Germany,03/03/2025,750,4,-12,15,3.1,15,,,,
Garmisch-Partenkirchen,Germany,02/03/2025,750,5,-9.8,31,0,31,,,,
Garmisch-Partenkirchen,Germany,01/03/2025,750,4,-2.7,21,0,21,,,,
Garmisch-Partenkirchen,Germany,28/02/2025,750,4,3.2,9,12.3,9,,,,
Garmisch-Partenkirchen,Germany,27/02/2025,750,6,-7.3,41,4.7,41,,,,
Garmisch-Partenkirchen,Germany,26/02/2025,750,3,-7.1,18,0,18,,,,
Garmisch-Partenkirchen,Germany,25/02/2025,750,4,-4.8,62,0,62,,,,
Garmisch-Partenkirchen,Germany,24/02/2025,750,4,-1.9,58,0,58,,,,
Garmisch-Partenkirchen,Germany,23/02/2025,750,3,-9.1,29,9.8,29,,,,
Garmisch-Partenkirchen,Germany,22/02/2025,750,5,-4.8,25,0,25,,,,
Garmisch-Partenkirchen,Germany,21/02/2025,750,4,-1.8,61,0,61,,,,
Garmisch-Partenkirchen,Germany,20/02/2025,750,4,-3.6,50,3.8,50,,,,
Garmisch-Partenkirchen,Germany,19/02/2025,750,7,2.7,21,13.9,21,,,,
Garmisch-Partenkirchen,Germany,18/02/2025,750,6,-8.9,30,0,30,,,,
Garmisch-Partenkirchen,Germany,17/02/2025,750,4,-5.9,59,0,59,,,,
Garmisch-Partenkirchen,Germany,16/02/2025,750,4,-2,34,2.2,34,,,,
Garmisch-Partenkirchen,Germany,15/02/2025,750,5,-2.1,45,6.7,45,,,,
Garmisch-Partenkirchen,Germany,14/02/2025,750,5,-7.5,39,0,39,,,,
Garmisch-Partenkirchen,Germany,13/02/2025,750,6,4,37,0,37,,,,
Garmisch-Partenkirchen,Germany,12/02/2025,750,6,-4.9,60,0,60,,,,
Garmisch-Partenkirchen,Germany,11/02/2025,750,3,-10.2,59,7.2,59,,,,
Garmisch-Partenkirchen,Germany,10/02/2025,750,7,3.7,39,0,39,,,,
Garmisch-Partenkirchen,Germany,09/02/2025,750,6,-11.5,57,6.7,57,,,,
Garmisch-Partenkirchen,Germany,08/02/2025,750,4,-4,54,0,54,,,,
Garmisch-Partenkirchen,Germany,07/02/2025,750,4,-7.6,33,0,33,,,,
Garmisch-Partenkirchen,Germany,06/02/2025,750,4,-10.2,24,0,24,,,,
Garmisch-Partenkirchen,Germany,05/02/2025,750,6,-4.1,41,0,41,,,,
Garmisch-Partenkirchen,Germany,04/02/2025,750,3,-11.1,14,7.2,14,,,,
Garmisch-Partenkirchen,Germany,03/02/2025,750,4,-2.3,25,5.2,25,,,,
Garmisch-Partenkirchen,Germany,02/02/2025,750,4,-6.7,37,12.4,37,,,,
Garmisch-Partenkirchen,Germany,01/02/2025,750,5,3.4,17,2.7,17,,,,
Garmisch-Partenkirchen,Germany,31/01/2025,750,5,1.2,20,0,20,,,,
Garmisch-Partenkirchen,Germany,30/01/2025,750,6,-13.3,33,7.3,33,,,,
Garmisch-Partenkirchen,Germany,29/01/2025,750,6,2.1,44,11.7,44,,,,
Garmisch-Partenkirchen,Germany,28/01/2025,750,4,-5.4,27,11.7,27,,,,
Garmisch-Partenkirchen,Germany,27/01/2025,750,6,3.9,33,0,33,,,,
Garmisch-Partenkirchen,Germany,26/01/2025,750,4,-8.7,34,6.4,34,,,,
Garmisch-Partenkirchen,Germany,25/01/2025,750,5,-1.5,38,0,38,,,,
Garmisch-Partenkirchen,Germany,24/01/2025,750,3,-5.2,60,7.3,60,,,,
Garmisch-Partenkirchen,Germany,23/01/2025,750,4,-0.2,26,0,26,,,,
Garmisch-Partenkirchen,Germany,22/01/2025,750,6,-9.4,21,0,21,,,,
Garmisch-Partenkirchen,Germany,21/01/2025,750,5,-2.9,31,1.8,31,,,,
Garmisch-Partenkirchen,Germany,20/01/2025,750,3,-8.2,38,1.2,38,,,,
Garmisch-Partenkirchen,Germany,19/01/2025,750,3,-8.8,20,0,20,,,,
Garmisch-Partenkirchen,Germany,18/01/2025,750,4,-8.1,37,14.1,37,,,,
Garmisch-Partenkirchen,Germany,17/01/2025,750,3,-1.6,16,0,16,,,,
Garmisch-Partenkirchen,Germany,16/01/2025,750,5,-8.6,46,0,46,,,,
Garmisch-Partenkirchen,Germany,15/01/2025,750,7,-3.4,61,0,61,,,,
Garmisch-Partenkirchen,Germany,14/01/2025,750,5,-6.3,14,0,14,,,,
Garmisch-Partenkirchen,Germany,13/01/2025,750,5,-11,50,8.3,50,,,,
Garmisch-Partenkirchen,Germany,12/01/2025,750,4,-9.6,24,12.5,24,,,,
Garmisch-Partenkirchen,Germany,11/01/2025,750,3,-3.9,27,6.4,27,,,,
Garmisch-Partenkirchen,Germany,10/01/2025,750,5,1.3,53,6.3,53,,,,
Garmisch-Partenkirchen,Germany,09/01/2025,750,4,-6.8,60,0,60,,,,
Garmisch-Partenkirchen,Germany,08/01/2025,750,6,-5.7,20,0,20,,,,
Garmisch-Partenkirchen,Germany,07/01/2025,750,5,-1.9,58,6.1,58,,,,
Garmisch-Partenkirchen,Germany,06/01/2025,750,6,-0.8,28,0,28,,,,
Garmisch-Partenkirchen,Germany,05/01/2025,750,4,-2.6,27,0,27,,,,
Garmisch-Partenkirchen,Germany,04/01/2025,750,6,0.9,22,14,22,,,,
Garmisch-Partenkirchen,Germany,03/01/2025,750,6,-6.9,42,0,42,,,,
Garmisch-Partenkirchen,Germany,02/01/2025,750,5,-4.9,24,0,24,,,,
Garmisch-Partenkirchen,Germany,01/01/2025,750,5,-6.4,20,0,20,,,,
Garmisch-Partenkirchen,Germany,31/12/2024,750,5,-7.5,58,0,58,,,,
Garmisch-Partenkirchen,Germany,30/12/2024,750,6,-5.8,18,4.3,18,,,,
Garmisch-Partenkirchen,Germany,29/12/2024,750,4,0.1,53,14.1,53,,,,
Garmisch-Partenkirchen,Germany,28/12/2024,750,3,3.5,9,13,9,,,,
Garmisch-Partenkirchen,Germany,27/12/2024,750,3,-10.6,28,0,28,,,,
Garmisch-Partenkirchen,Germany,26/12/2024,750,3,-4.2,27,13.5,27,,,,
Garmisch-Partenkirchen,Germany,25/12/2024,750,3,-1.8,53,8.7,53,,,,
Garmisch-Partenkirchen,Germany,24/12/2024,750,4,-4.6,33,0,33,,,,
Garmisch-Partenkirchen,Germany,23/12/2024,750,7,0.9,13,0,13,,,,
Garmisch-Partenkirchen,Germany,22/12/2024,750,4,1.7,30,0,30,,,,
Garmisch-Partenkirchen,Germany,21/12/2024,750,5,-7.1,18,0,18,,,,
Garmisch-Partenkirchen,Germany,20/12/2024,750,4,2.6,21,0,21,,,,
Garmisch-Partenkirchen,Germany,19/12/2024,750,3,-3.3,51,9.9,51,,,,
Garmisch-Partenkirchen,Germany,18/12/2024,750,4,-4.5,37,0,37,,,,
Garmisch-Partenkirchen,Germany,17/12/2024,750,6,-6.2,53,0,53,,,,
Garmisch-Partenkirchen,Germany,16/12/2024,750,6,-5.1,39,13.4,39,,,,
Garmisch-Partenkirchen,Germany,15/12/2024,750,4,-4.7,45,12.6,45,,,,
Garmisch-Partenkirchen,Germany,14/12/2024,750,6,-5,38,9,38,,,,
Garmisch-Partenkirchen,Germany,13/12/2024,750,3,0.6,48,8.7,48,,,,
Garmisch-Partenkirchen,Germany,12/12/2024,750,6,-3.1,19,5.3,19,,,,
Garmisch-Partenkirchen,Germany,11/12/2024,750,4,-2.3,26,0,26,,,,
Garmisch-Partenkirchen,Germany,10/12/2024,750,5,-0.9,18,5.9,18,,,,
Garmisch-Partenkirchen,Germany,09/12/2024,750,4,-2.5,56,0,56,,,,
Garmisch-Partenkirchen,Germany,08/12/2024,750,5,1.6,44,0,44,,,,
Garmisch-Partenkirchen,Germany,07/12/2024,750,6,-11.6,57,0,57,,,,
Garmisch-Partenkirchen,Germany,06/12/2024,750,5,-6.3,24,0,24,,,,
Garmisch-Partenkirchen,Germany,05/12/2024,750,6,-3.7,19,0,19,,,,
Garmisch-Partenkirchen,Germany,04/12/2024,750,3,-3,16,12.9,16,,,,
Garmisch-Partenkirchen,Germany,03/12/2024,750,6,3.2,37,0,37,,,,
Garmisch-Partenkirchen,Germany,02/12/2024,750,3,1.3,22,12.7,22,,,,
Garmisch-Partenkirchen,Germany,01/12/2024,750,4,1.2,45,10.6,45,,,,
Garmisch-Partenkirchen,Germany,30/11/2024,750,3,-1.9,44,0.8,44,,,,
Garmisch-Partenkirchen,Germany,29/11/2024,750,6,4.1,15,5.5,15,,,,
Garmisch-Partenkirchen,Germany,28/11/2024,750,5,-5.5,58,0,58,,,,
Garmisch-Partenkirchen,Germany,27/11/2024,750,3,-0.4,58,1.9,58,,,,
Garmisch-Partenkirchen,Germany,26/11/2024,750,6,-4.5,40,4.5,40,,,,
Garmisch-Partenkirchen,Germany,25/11/2024,750,4,-10.9,57,0,57,,,,
Garmisch-Partenkirchen,Germany,24/11/2024,750,4,1,28,2.9,28,,,,
Garmisch-Partenkirchen,Germany,23/11/2024,750,6,-5.7,52,0,52,,,,
Garmisch-Partenkirchen,Germany,22/11/2024,750,3,1.6,18,14.7,18,,,,
Garmisch-Partenkirchen,Germany,21/11/2024,750,6,-10.4,57,13.2,57,,,,
Garmisch-Partenkirchen,Germany,20/11/2024,750,5,-0.5,35,7.4,35,,,,
Garmisch-Partenkirchen,Germany,19/11/2024,750,6,-2.1,60,11.2,60,,,,
Garmisch-Partenkirchen,Germany,18/11/2024,750,6,0,59,6.6,59,,,,
Garmisch-Partenkirchen,Germany,17/11/2024,750,4,-5.6,15,13.2,15,,,,
Garmisch-Partenkirchen,Germany,16/11/2024,750,4,0.3,44,0.4,44,,,,
Garmisch-Partenkirchen,Germany,15/11/2024,750,5,1.8,31,1.9,31,,,,
Garmisch-Partenkirchen,Germany,14/11/2024,750,4,-5.5,20,11.7,20,,,,
Garmisch-Partenkirchen,Germany,13/11/2024,750,4,-4.8,32,0,32,,,,
Garmisch-Partenkirchen,Germany,12/11/2024,750,3,-6.1,49,0,49,,,,
Garmisch-Partenkirchen,Germany,11/11/2024,750,5,0.4,57,0,57,,,,
Garmisch-Partenkirchen,Germany,10/11/2024,750,6,-3.7,21,0.7,21,,,,
Garmisch-Partenkirchen,Germany,09/11/2024,750,5,-6.2,24,11.2,24,,,,
Garmisch-Partenkirchen,Germany,08/11/2024,750,7,-3.1,35,0,35,,,,
Garmisch-Partenkirchen,Germany,07/11/2024,750,4,-2.1,28,0.2,28,,,,
Garmisch-Partenkirchen,Germany,06/11/2024,750,5,0.1,30,14.4,30,,,,
Garmisch-Partenkirchen,Germany,05/11/2024,750,6,-2.4,29,10,29,,,,
Garmisch-Partenkirchen,Germany,04/11/2024,750,7,-1.3,34,1.3,34,,,,
Garmisch-Partenkirchen,Germany,03/11/2024,750,5,-9.8,42,4.1,42,,,,
Garmisch-Partenkirchen,Germany,02/11/2024,750,6,-11.8,53,2.2,53,,,,
Garmisch-Partenkirchen,Germany,01/11/2024,750,4,-3.3,51,10.2,51,,,,
Garmisch-Partenkirchen,Germany,31/10/2024,750,5,18.2,0,0,0,,,,
Garmisch-Partenkirchen,Germany,30/10/2024,750,7,15.3,0,0,0,,,,
Garmisch-Partenkirchen,Germany,29/10/2024,750,4,17.4,0,0,0,,,,
Garmisch-Partenkirchen,Germany,28/10/2024,750,6,24.5,0,0,0,,,,
Garmisch-Partenkirchen,Germany,27/10/2024,750,5,13.7,0,15.1,0,,,,
Garmisch-Partenkirchen,Germany,26/10/2024,750,5,18.8,0,21.5,0,,,,
Garmisch-Partenkirchen,Germany,25/10/2024,750,5,10.3,0,15.3,0,,,,
Garmisch-Partenkirchen,Germany,24/10/2024,750,7,22.1,0,5.2,0,,,,
Garmisch-Partenkirchen,Germany,23/10/2024,750,5,16.3,0,14,0,,,,
Garmisch-Partenkirchen,Germany,22/10/2024,750,7,15.5,0,0,0,,,,
Garmisch-Partenkirchen,Germany,21/10/2024,750,4,19.7,0,0,0,,,,
Garmisch-Partenkirchen,Germany,20/10/2024,750,6,21.9,0,0,0,,,,
Garmisch-Partenkirchen,Germany,19/10/2024,750,4,18.6,0,24.9,0,,,,
Garmisch-Partenkirchen,Germany,18/10/2024,750,3,24.1,0,0,0,,,,
Garmisch-Partenkirchen,Germany,17/10/2024,750,3,21.7,0,24.8,0,,,,
Garmisch-Partenkirchen,Germany,16/10/2024,750,5,11.1,0,0,0,,,,
Garmisch-Partenkirchen,Germany,15/10/2024,750,6,23.5,0,15.3,0,,,,
Garmisch-Partenkirchen,Germany,14/10/2024,750,7,24.1,0,0,0,,,,
Garmisch-Partenkirchen,Germany,13/10/2024,750,3,19,0,0,0,,,,
Garmisch-Partenkirchen,Germany,12/10/2024,750,6,22.1,0,0,0,,,,
Garmisch-Partenkirchen,Germany,11/10/2024,750,3,7.8,0,9.9,0,,,,
Garmisch-Partenkirchen,Germany,10/10/2024,750,4,26.6,0,0,0,,,,
Garmisch-Partenkirchen,Germany,09/10/2024,750,6,9.9,0,0,0,,,,
Garmisch-Partenkirchen,Germany,08/10/2024,750,3,19,0,3.2,0,,,,
Garmisch-Partenkirchen,Germany,07/10/2024,750,3,18.2,0,0,0,,,,
Garmisch-Partenkirchen,Germany,06/10/2024,750,6,20.9,0,0,0,,,,
Garmisch-Partenkirchen,Germany,05/10/2024,750,4,16.4,0,0,0,,,,
Garmisch-Partenkirchen,Germany,04/10/2024,750,6,27.6,0,8,0,,,,
Garmisch-Partenkirchen,Germany,03/10/2024,750,3,25.1,0,0,0,,,,
Garmisch-Partenkirchen,Germany,02/10/2024,750,6,18.4,0,15.8,0,,,,
Garmisch-Partenkirchen,Germany,01/10/2024,750,5,16.3,0,13.1,0,,,,
Garmisch-Partenkirchen,Germany,30/09/2024,750,4,25.2,0,0,0,,,,
Garmisch-Partenkirchen,Germany,29/09/2024,750,6,16.8,0,0,0,,,,
Garmisch-Partenkirchen,Germany,28/09/2024,750,4,23.8,0,18.3,0,,,,
Garmisch-Partenkirchen,Germany,27/09/2024,750,7,15.6,0,0,0,,,,
Garmisch-Partenkirchen,Germany,26/09/2024,750,6,27.2,0,0,0,,,,
Garmisch-Partenkirchen,Germany,25/09/2024,750,6,17.8,0,18.7,0,,,,
Garmisch-Partenkirchen,Germany,24/09/2024,750,3,14.8,0,0,0,,,,
Garmisch-Partenkirchen,Germany,23/09/2024,750,6,18.2,0,0,0,,,,
Garmisch-Partenkirchen,Germany,22/09/2024,750,6,14.7,0,14.6,0,,,,
Garmisch-Partenkirchen,Germany,21/09/2024,750,7,10.9,0,0,0,,,,
Garmisch-Partenkirchen,Germany,20/09/2024,750,6,24.2,0,24.4,0,,,,
Garmisch-Partenkirchen,Germany,19/09/2024,750,6,23.2,0,0,0,,,,
Garmisch-Partenkirchen,Germany,18/09/2024,750,3,16.4,0,0,0,,,,
Innsbruck,Austria,17/09/2025,574,3,23.7,0,19.6,0,,,,
Innsbruck,Austria,16/09/2025,574,6,19.2,0,0,0,,,,
Innsbruck,Austria,15/09/2025,574,4,19.1,0,8.5,0,,,,
Innsbruck,Austria,14/09/2025,574,6,22.4,0,0,0,,,,
Innsbruck,Austria,13/09/2025,574,6,17.2,0,0,0,,,,
Innsbruck,Austria,12/09/2025,574,5,18.3,0,3.4,0,,,,
Innsbruck,Austria,11/09/2025,574,6,15.5,0,0,0,,,,
Innsbruck,Austria,10/09/2025,574,3,17.4,0,0,0,,,,
Innsbruck,Austria,09/09/2025,574,4,14.4,0,0,0,,,,
Innsbruck,Austria,08/09/2025,574,3,24.9,0,0,0,,,,
Innsbruck,Austria,07/09/2025,574,3,24,0,0,0,,,,
Innsbruck,Austria,06/09/2025,574,4,19.6,0,0,0,,,,
Innsbruck,Austria,05/09/2025,574,5,21.8,0,0,0,,,,
Innsbruck,Austria,04/09/2025,574,6,18.9,0,0,0,,,,
Innsbruck,Austria,03/09/2025,574,5,16.3,0,0,0,,,,
Innsbruck,Austria,02/09/2025,574,5,14.2,0,18,0,,,,
Innsbruck,Austria,01/09/2025,574,6,26.2,0,13.7,0,,,,
Innsbruck,Austria,31/08/2025,574,7,12.4,0,0,0,,,,
Innsbruck,Austria,30/08/2025,574,4,13.3,0,0,0,,,,
Innsbruck,Austria,29/08/2025,574,6,31,0,5.7,0,,,,
Innsbruck,Austria,28/08/2025,574,5,19.7,0,0,0,,,,
Innsbruck,Austria,27/08/2025,574,4,17.9,0,0,0,,,,
Innsbruck,Austria,26/08/2025,574,4,8.8,0,0,0,,,,
Innsbruck,Austria,25/08/2025,574,5,13.5,0,0,0,,,,
Innsbruck,Austria,24/08/2025,574,5,25.5,0,0,0,,,,
Innsbruck,Austria,23/08/2025,574,6,25.4,0,0,0,,,,
Innsbruck,Austria,22/08/2025,574,5,18.3,0,0,0,,,,
Innsbruck,Austria,21/08/2025,574,5,9.9,0,0,0,,,,
Innsbruck,Austria,20/08/2025,574,5,15.9,0,0,0,,,,
Innsbruck,Austria,19/08/2025,574,5,19.5,0,11.3,0,,,,
Innsbruck,Austria,18/08/2025,574,4,23.9,0,22.4,0,,,,
Innsbruck,Austria,17/08/2025,574,4,20.5,0,0,0,,,,
Innsbruck,Austria,16/08/2025,574,6,24.7,0,0,0,,,,
Innsbruck,Austria,15/08/2025,574,5,16.9,0,20,0,,,,
Innsbruck,Austria,14/08/2025,574,3,15.5,0,4.2,0,,,,
Innsbruck,Austria,13/08/2025,574,4,11.8,0,0,0,,,,
Innsbruck,Austria,12/08/2025,574,6,18.5,0,0,0,,,,
Innsbruck,Austria,11/08/2025,574,3,14.3,0,6.5,0,,,,
Innsbruck,Austria,10/08/2025,574,3,17.4,0,0,0,,,,
Innsbruck,Austria,09/08/2025,574,5,20.9,0,0,0,,,,
Innsbruck,Austria,08/08/2025,574,5,22.7,0,0,0,,,,
Innsbruck,Austria,07/08/2025,574,6,10.1,0,0,0,,,,
Innsbruck,Austria,06/08/2025,574,6,20.1,0,0,0,,,,
Innsbruck,Austria,05/08/2025,574,6,13.7,0,0,0,,,,
Innsbruck,Austria,04/08/2025,574,5,14.6,0,8,0,,,,
Innsbruck,Austria,03/08/2025,574,3,21.7,0,0,0,,,,
Innsbruck,Austria,02/08/2025,574,6,17.1,0,0,0,,,,
Innsbruck,Austria,01/08/2025,574,5,28.2,0,0,0,,,,
Innsbruck,Austria,31/07/2025,574,4,20.6,0,0,0,,,,
Innsbruck,Austria,30/07/2025,574,6,18.5,0,0,0,,,,
Innsbruck,Austria,29/07/2025,574,6,18.3,0,0,0,,,,
Innsbruck,Austria,28/07/2025,574,6,28.4,0,0,0,,,,
Innsbruck,Austria,27/07/2025,574,4,22.3,0,0,0,,,,
Innsbruck,Austria,26/07/2025,574,5,10.8,0,0,0,,,,
Innsbruck,Austria,25/07/2025,574,4,14.7,0,0,0,,,,
Innsbruck,Austria,24/07/2025,574,3,13.7,0,0,0,,,,
Innsbruck,Austria,23/07/2025,574,5,12.2,0,0,0,,,,
Innsbruck,Austria,22/07/2025,574,3,15.4,0,0,0,,,,
Innsbruck,Austria,21/07/2025,574,3,21.3,0,0,0,,,,
Innsbruck,Austria,20/07/2025,574,5,19.9,0,0,0,,,,
Innsbruck,Austria,19/07/2025,574,3,16.4,0,10.5,0,,,,
Innsbruck,Austria,18/07/2025,574,4,16.3,0,0,0,,,,
Innsbruck,Austria,17/07/2025,574,4,25.7,0,0,0,,,,
Innsbruck,Austria,16/07/2025,574,4,7.3,0,0,0,,,,
Innsbruck,Austria,15/07/2025,574,5,28.5,0,0,0,,,,
Innsbruck,Austria,14/07/2025,574,3,27.6,0,0,0,,,,
Innsbruck,Austria,13/07/2025,574,4,14.1,0,0,0,,,,
Innsbruck,Austria,12/07/2025,574,4,19.8,0,0,0,,,,
Innsbruck,Austria,11/07/2025,574,6,12,0,0,0,,,,
Innsbruck,Austria,10/07/2025,574,4,27.8,0,0,0,,,,
Innsbruck,Austria,09/07/2025,574,3,21.3,0,12.9,0,,,,
Innsbruck,Austria,08/07/2025,574,3,10.2,0,0,0,,,,
Innsbruck,Austria,07/07/2025,574,6,25.7,0,0,0,,,,
Innsbruck,Austria,06/07/2025,574,6,23.8,0,0,0,,,,
Innsbruck,Austria,05/07/2025,574,3,14.6,0,0,0,,,,
Innsbruck,Austria,04/07/2025,574,3,18.2,0,0,0,,,,
Innsbruck,Austria,03/07/2025,574,5,16.9,0,0,0,,,,
Innsbruck,Austria,02/07/2025,574,6,19.2,0,0,0,,,,
Innsbruck,Austria,01/07/2025,574,3,12.2,0,0,0,,,,
Innsbruck,Austria,30/06/2025,574,3,18.2,0,1.9,0,,,,
Innsbruck,Austria,29/06/2025,574,4,22.8,0,23.5,0,,,,
Innsbruck,Austria,28/06/2025,574,6,16.6,0,0,0,,,,
Innsbruck,Austria,27/06/2025,574,3,27.3,0,0,0,,,,
Innsbruck,Austria,26/06/2025,574,4,19.2,0,0,0,,,,
Innsbruck,Austria,25/06/2025,574,6,20.6,0,15.4,0,,,,
Innsbruck,Austria,24/06/2025,574,4,18,0,0,0,,,,
Innsbruck,Austria,23/06/2025,574,4,22.3,0,0,0,,,,
Innsbruck,Austria,22/06/2025,574,4,21.7,0,0,0,,,,
Innsbruck,Austria,21/06/2025,574,3,19.2,0,18.6,0,,,,
Innsbruck,Austria,20/06/2025,574,6,17.3,0,22.5,0,,,,
Innsbruck,Austria,19/06/2025,574,5,19.2,0,0,0,,,,
Innsbruck,Austria,18/06/2025,574,3,16.3,0,0,0,,,,
Innsbruck,Austria,17/06/2025,574,5,16.7,0,0,0,,,,
Innsbruck,Austria,16/06/2025,574,3,20.4,0,0,0,,,,
Innsbruck,Austria,15/06/2025,574,4,14.2,0,0,0,,,,
Innsbruck,Austria,14/06/2025,574,4,15.6,0,0,0,,,,
Innsbruck,Austria,13/06/2025,574,4,21.6,0,0,0,,,,
Innsbruck,Austria,12/06/2025,574,4,20.1,0,9.2,0,,,,
Innsbruck,Austria,11/06/2025,574,4,12.4,0,0,0,,,,
Innsbruck,Austria,10/06/2025,574,3,11.7,0,15.2,0,,,,
Innsbruck,Austria,09/06/2025,574,4,22.8,0,0,0,,,,
Innsbruck,Austria,08/06/2025,574,3,14,0,0,0,,,,
Innsbruck,Austria,07/06/2025,574,5,20.6,0,0,0,,,,
Innsbruck,Austria,06/06/2025,574,3,13.7,0,9.7,0,,,,
Innsbruck,Austria,05/06/2025,574,6,14.9,0,0,0,,,,
Innsbruck,Austria,04/06/2025,574,5,16.9,0,0,0,,,,
Innsbruck,Austria,03/06/2025,574,4,18.4,0,0,0,,,,
Innsbruck,Austria,02/06/2025,574,6,13.3,0,0,0,,,,
Innsbruck,Austria,01/06/2025,574,3,27.1,0,0,0,,,,
Innsbruck,Austria,31/05/2025,574,3,14,0,0,0,,,,
Innsbruck,Austria,30/05/2025,574,6,24,0,0,0,,,,
Innsbruck,Austria,29/05/2025,574,4,23.2,0,0,0,,,,
Innsbruck,Austria,28/05/2025,574,6,16.4,0,0,0,,,,
Innsbruck,Austria,27/05/2025,574,3,21.3,0,0,0,,,,
Innsbruck,Austria,26/05/2025,574,3,17.6,0,0,0,,,,
Innsbruck,Austria,25/05/2025,574,4,23.5,0,23.3,0,,,,
Innsbruck,Austria,24/05/2025,574,7,23.8,0,24.7,0,,,,
Innsbruck,Austria,23/05/2025,574,3,16.1,0,0,0,,,,
Innsbruck,Austria,22/05/2025,574,6,21.8,0,0,0,,,,
Innsbruck,Austria,21/05/2025,574,6,19.3,0,11.5,0,,,,
Innsbruck,Austria,20/05/2025,574,4,10.8,0,0,0,,,,
Innsbruck,Austria,19/05/2025,574,5,29.8,0,0,0,,,,
Innsbruck,Austria,18/05/2025,574,6,20.6,0,0,0,,,,
Innsbruck,Austria,17/05/2025,574,3,14.2,0,0,0,,,,
Innsbruck,Austria,16/05/2025,574,5,24.3,0,0,0,,,,
Innsbruck,Austria,15/05/2025,574,3,24.2,0,0,0,,,,
Innsbruck,Austria,14/05/2025,574,4,24.4,0,0,0,,,,
Innsbruck,Austria,13/05/2025,574,6,11,0,0,0,,,,
Innsbruck,Austria,12/05/2025,574,3,18.3,0,0,0,,,,
Innsbruck,Austria,11/05/2025,574,3,14.9,0,0,0,,,,
Innsbruck,Austria,10/05/2025,574,6,23.4,0,0,0,,,,
Innsbruck,Austria,09/05/2025,574,3,13.7,0,0,0,,,,
Innsbruck,Austria,08/05/2025,574,5,21.1,0,0,0,,,,
Innsbruck,Austria,07/05/2025,574,4,17.6,0,0,0,,,,
Innsbruck,Austria,06/05/2025,574,3,26.1,0,0,0,,,,
Innsbruck,Austria,05/05/2025,574,4,23,0,0,0,,,,
Innsbruck,Austria,04/05/2025,574,6,14.7,0,0,0,,,,
Innsbruck,Austria,03/05/2025,574,3,24.1,0,17.6,0,,,,
Innsbruck,Austria,02/05/2025,574,4,12.3,0,4.8,0,,,,
Innsbruck,Austria,01/05/2025,574,3,19.8,0,0,0,,,,
Innsbruck,Austria,30/04/2025,574,3,-6.3,24,13.9,24,,,,
Innsbruck,Austria,29/04/2025,574,5,-6.2,56,6,56,,,,
Innsbruck,Austria,28/04/2025,574,6,-4.8,42,1.5,42,,,,
Innsbruck,Austria,27/04/2025,574,6,-4.2,52,0,52,,,,
Innsbruck,Austria,26/04/2025,574,3,-1.5,55,1.2,55,,,,
Innsbruck,Austria,25/04/2025,574,6,-1.6,57,4.5,57,,,,
Innsbruck,Austria,24/04/2025,574,6,-9,26,0,26,,,,
Innsbruck,Austria,23/04/2025,574,5,-5.9,28,13.4,28,,,,
Innsbruck,Austria,22/04/2025,574,6,4.4,21,0,21,,,,
Innsbruck,Austria,21/04/2025,574,6,-12.9,41,0,41,,,,
Innsbruck,Austria,20/04/2025,574,5,-7,36,11.2,36,,,,
Innsbruck,Austria,19/04/2025,574,4,-1.5,45,4.1,45,,,,
Innsbruck,Austria,18/04/2025,574,4,-6.1,34,4.9,34,,,,
